42.917594,123.564615
42.917594,123.564615
42.917578,123.564567
42.917569,123.564518
42.917569,123.564469
42.918253,123.562369
42.918986,123.560074
42.919954,123.557063
42.921044,123.55371
42.922216,123.550097
42.923429,123.546272
42.924055,123.544368
42.924096,123.544352
42.924145,123.544368
42.926269,123.545182
42.927734,123.545735
42.927766,123.545735
42.927807,123.545719
42.927864,123.54567
42.928206,123.544612
42.929296,123.541113
42.93024,123.538053
42.930753,123.536214
42.930753,123.535921
42.930607,123.535009
42.930517,123.534586
42.930501,123.53457
42.930452,123.534586
42.930476,123.53457
42.930476,123.53457
42.930541,123.534944
42.930721,123.536149
42.930696,123.536409
42.929752,123.539518
42.928662,123.543001
42.927498,123.546826
42.926432,123.550374
42.925244,123.554231
42.923706,123.559277
42.922485,123.563199
42.921695,123.565934
42.92115,123.568522
42.921199,123.568717
42.921858,123.57041
42.922224,123.57111
42.922224,123.571142
42.922216,123.571158
42.922167,123.571191
42.922273,123.57111
42.922273,123.57111
42.922111,123.570817
42.921492,123.569547
42.921183,123.568538
42.921191,123.568359
42.921972,123.565022
42.922167,123.564453
42.922347,123.563899
42.922729,123.562565
42.923266,123.560823
42.923876,123.558837
42.924544,123.556624
42.925748,123.552685
42.926782,123.549267
42.927701,123.54624
42.927832,123.545833
42.927872,123.545817
42.927978,123.545849
42.929777,123.546516
42.932234,123.547412
42.935205,123.548486
42.939168,123.549918
42.942439,123.551074
42.944759,123.551871
42.945239,123.551904
42.945654,123.55179
42.947802,123.550553
42.947875,123.550472
42.947908,123.550423
42.947932,123.550341
42.947949,123.550162
42.948168,123.547005
42.948201,123.546891
42.948234,123.546842
42.948315,123.546761
42.949308,123.546223
42.949934,123.545279
42.951188,123.542919
42.951277,123.542805
42.951359,123.54274
42.951383,123.542757
42.951407,123.542773
42.951416,123.542789
42.951432,123.542854
42.951448,123.542854
42.951481,123.542854
42.951456,123.542708
42.951456,123.542708
42.951456,123.542659
42.951472,123.542594
42.951489,123.542545
42.951993,123.541878
42.952067,123.541438
42.952604,123.537923
42.953011,123.535709
42.954435,123.532421
42.955216,123.527913
42.955338,123.524446
